states,city,description
California,"Oakland, CA","The crime incident count of Oakland, CA was 2,621 for aggravated assault. The crime incident count of Oakland, CA was 60,213 for all crimes. The crime incident count of Oakland, CA was 191 for arson. The crime incident count of Oakland, CA was 2,900 for burglary. The crime incident count of Oakland, CA was 14,153 for larceny. The crime incident count of Oakland, CA was 6,899 for motor vehicle theft. The crime incident count of Oakland, CA was 85 for murder and nonnegligent manslaughter. The crime incident count of Oakland, CA was 23,952 for property crime. The crime incident count of Oakland, CA was 277 for rape (revised definition). The crime incident count of Oakland, CA was 3,076 for robbery. The crime incident count of Oakland, CA was 6,059 for violent crime."
California,"Oakley, CA","The crime incident count of Oakley, CA was 25 for aggravated assault. The crime incident count of Oakley, CA was 949 for all crimes. The crime incident count of Oakley, CA was 1 for arson. The crime incident count of Oakley, CA was 77 for burglary. The crime incident count of Oakley, CA was 221 for larceny. The crime incident count of Oakley, CA was 121 for motor vehicle theft. The crime incident count of Oakley, CA was 0 for murder and nonnegligent manslaughter. The crime incident count of Oakley, CA was 419 for property crime. The crime incident count of Oakley, CA was 6 for rape (revised definition). The crime incident count of Oakley, CA was 24 for robbery. The crime incident count of Oakley, CA was 55 for violent crime."
California,"Oceanside, CA","The crime incident count of Oceanside, CA was 403 for aggravated assault. The crime incident count of Oceanside, CA was 10,020 for all crimes. The crime incident count of Oceanside, CA was 14 for arson. The crime incident count of Oceanside, CA was 607 for burglary. The crime incident count of Oceanside, CA was 3,276 for larceny. The crime incident count of Oceanside, CA was 481 for motor vehicle theft. The crime incident count of Oceanside, CA was 8 for murder and nonnegligent manslaughter. The crime incident count of Oceanside, CA was 4,364 for property crime. The crime incident count of Oceanside, CA was 56 for rape (revised definition). The crime incident count of Oceanside, CA was 172 for robbery. The crime incident count of Oceanside, CA was 639 for violent crime."
California,"Ontario, CA","The crime incident count of Ontario, CA was 335 for aggravated assault. The crime incident count of Ontario, CA was 10,665 for all crimes. The crime incident count of Ontario, CA was 25 for arson. The crime incident count of Ontario, CA was 885 for burglary. The crime incident count of Ontario, CA was 2,764 for larceny. The crime incident count of Ontario, CA was 1,069 for motor vehicle theft. The crime incident count of Ontario, CA was 8 for murder and nonnegligent manslaughter. The crime incident count of Ontario, CA was 4,718 for property crime. The crime incident count of Ontario, CA was 32 for rape (revised definition). The crime incident count of Ontario, CA was 227 for robbery. The crime incident count of Ontario, CA was 602 for violent crime."
California,"Orange, CA","The crime incident count of Orange, CA was 145 for aggravated assault. The crime incident count of Orange, CA was 5,681 for all crimes. The crime incident count of Orange, CA was 9 for arson. The crime incident count of Orange, CA was 464 for burglary. The crime incident count of Orange, CA was 1,783 for larceny. The crime incident count of Orange, CA was 361 for motor vehicle theft. The crime incident count of Orange, CA was 1 for murder and nonnegligent manslaughter. The crime incident count of Orange, CA was 2,608 for property crime. The crime incident count of Orange, CA was 25 for rape (revised definition). The crime incident count of Orange, CA was 57 for robbery. The crime incident count of Orange, CA was 228 for violent crime."
California,"Oxnard, CA","The crime incident count of Oxnard, CA was 438 for aggravated assault. The crime incident count of Oxnard, CA was 14,082 for all crimes. The crime incident count of Oxnard, CA was 40 for arson. The crime incident count of Oxnard, CA was 978 for burglary. The crime incident count of Oxnard, CA was 4,309 for larceny. The crime incident count of Oxnard, CA was 786 for motor vehicle theft. The crime incident count of Oxnard, CA was 12 for murder and nonnegligent manslaughter. The crime incident count of Oxnard, CA was 6,073 for property crime. The crime incident count of Oxnard, CA was 69 for rape (revised definition). The crime incident count of Oxnard, CA was 429 for robbery. The crime incident count of Oxnard, CA was 948 for violent crime."
California,"Pacifica, CA","The crime incident count of Pacifica, CA was 39 for aggravated assault. The crime incident count of Pacifica, CA was 1,117 for all crimes. The crime incident count of Pacifica, CA was 3 for arson. The crime incident count of Pacifica, CA was 89 for burglary. The crime incident count of Pacifica, CA was 363 for larceny. The crime incident count of Pacifica, CA was 40 for motor vehicle theft. The crime incident count of Pacifica, CA was 0 for murder and nonnegligent manslaughter. The crime incident count of Pacifica, CA was 492 for property crime. The crime incident count of Pacifica, CA was 15 for rape (revised definition). The crime incident count of Pacifica, CA was 11 for robbery. The crime incident count of Pacifica, CA was 65 for violent crime."
California,"Palmdale, CA","The crime incident count of Palmdale, CA was 422 for aggravated assault. The crime incident count of Palmdale, CA was 6,884 for all crimes. The crime incident count of Palmdale, CA was 34 for arson. The crime incident count of Palmdale, CA was 646 for burglary. The crime incident count of Palmdale, CA was 1,660 for larceny. The crime incident count of Palmdale, CA was 422 for motor vehicle theft. The crime incident count of Palmdale, CA was 8 for murder and nonnegligent manslaughter. The crime incident count of Palmdale, CA was 2,728 for property crime. The crime incident count of Palmdale, CA was 45 for rape (revised definition). The crime incident count of Palmdale, CA was 222 for robbery. The crime incident count of Palmdale, CA was 697 for violent crime."
California,"Palm Desert, CA","The crime incident count of Palm Desert, CA was 48 for aggravated assault. The crime incident count of Palm Desert, CA was 4,444 for all crimes. The crime incident count of Palm Desert, CA was 2 for arson. The crime incident count of Palm Desert, CA was 380 for burglary. The crime incident count of Palm Desert, CA was 1,586 for larceny. The crime incident count of Palm Desert, CA was 178 for motor vehicle theft. The crime incident count of Palm Desert, CA was 1 for murder and nonnegligent manslaughter. The crime incident count of Palm Desert, CA was 2,144 for property crime. The crime incident count of Palm Desert, CA was 2 for rape (revised definition). The crime incident count of Palm Desert, CA was 26 for robbery. The crime incident count of Palm Desert, CA was 77 for violent crime."
California,"Palm Springs, CA","The crime incident count of Palm Springs, CA was 178 for aggravated assault. The crime incident count of Palm Springs, CA was 6,065 for all crimes. The crime incident count of Palm Springs, CA was 7 for arson. The crime incident count of Palm Springs, CA was 746 for burglary. The crime incident count of Palm Springs, CA was 1,669 for larceny. The crime incident count of Palm Springs, CA was 339 for motor vehicle theft. The crime incident count of Palm Springs, CA was 2 for murder and nonnegligent manslaughter. The crime incident count of Palm Springs, CA was 2,754 for property crime. The crime incident count of Palm Springs, CA was 28 for rape (revised definition). The crime incident count of Palm Springs, CA was 67 for robbery. The crime incident count of Palm Springs, CA was 275 for violent crime."
California,"Palo Alto, CA","The crime incident count of Palo Alto, CA was 35 for aggravated assault. The crime incident count of Palo Alto, CA was 3,026 for all crimes. The crime incident count of Palo Alto, CA was 8 for arson. The crime incident count of Palo Alto, CA was 215 for burglary. The crime incident count of Palo Alto, CA was 1,159 for larceny. The crime incident count of Palo Alto, CA was 62 for motor vehicle theft. The crime incident count of Palo Alto, CA was 1 for murder and nonnegligent manslaughter. The crime incident count of Palo Alto, CA was 1,436 for property crime. The crime incident count of Palo Alto, CA was 9 for rape (revised definition). The crime incident count of Palo Alto, CA was 28 for robbery. The crime incident count of Palo Alto, CA was 73 for violent crime."
